"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02945V03560","ICD 10 Diagnostic Group","UNIT","VALUE"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","-","Both sexes","19","Other and unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","-","Both sexes","20","Unspecified","Rate per 100,000 Pop.","4.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","-","Both sexes","21","All disorders","Rate per 100,000 Pop.","160.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","01","Organic category","Rate per 100,000 Pop.","11.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","02","Organic mental disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","03","Schizophrenia","Rate per 100,000 Pop.","79.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","05","Other psychoses","Rate per 100,000 Pop.","1.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","06","Depressive disorders","Rate per 100,000 Pop.","23.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","07","Mania","Rate per 100,000 Pop.","15.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","08","Neuroses","Rate per 100,000 Pop.","3.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","09","Personality disorders","Rate per 100,000 Pop.","4.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","10","Personality and behavioural disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","11","Alcoholic disorders","Rate per 100,000 Pop.","13.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","12","Drug dependence","Rate per 100,000 Pop.","3.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","13","Other drug disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","14","Mental handicap","Rate per 100,000 Pop.","20.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","15","Eating disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","16","Intellectual disability","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","17","Development disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","19","Other and unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","20","Unspecified","Rate per 100,000 Pop.","3.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","1","Male","21","All disorders","Rate per 100,000 Pop.","181.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","01","Organic category","Rate per 100,000 Pop.","11.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","02","Organic mental disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","03","Schizophrenia","Rate per 100,000 Pop.","47.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","05","Other psychoses","Rate per 100,000 Pop.","2.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","06","Depressive disorders","Rate per 100,000 Pop.","31.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","07","Mania","Rate per 100,000 Pop.","16.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","08","Neuroses","Rate per 100,000 Pop.","6.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","09","Personality disorders","Rate per 100,000 Pop.","4.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","10","Personality and behavioural disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","11","Alcoholic disorders","Rate per 100,000 Pop.","4.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","12","Drug dependence","Rate per 100,000 Pop.","1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","13","Other drug disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","14","Mental handicap","Rate per 100,000 Pop.","8.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","15","Eating disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","16","Intellectual disability","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","17","Development disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","19","Other and unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","20","Unspecified","Rate per 100,000 Pop.","4.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2001","2001","2","Female","21","All disorders","Rate per 100,000 Pop.","140.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","02","Organic mental disorders","Rate per 100,000 Pop.","5.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","27.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","05","Other psychoses","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","06","Depressive disorders","Rate per 100,000 Pop.","11.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","07","Mania","Rate per 100,000 Pop.","6.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","08","Neuroses","Rate per 100,000 Pop.","1.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","09","Personality disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","10","Personality and behavioural disorders","Rate per 100,000 Pop.","1.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","11","Alcoholic disorders","Rate per 100,000 Pop.","3.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","13","Other drug disorders","Rate per 100,000 Pop.","0.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","15","Eating disorders","Rate per 100,000 Pop.","0.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","16","Intellectual disability","Rate per 100,000 Pop.","5.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","17","Development disorders","Rate per 100,000 Pop.","0.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","19","Other and unspecified","Rate per 100,000 Pop.","14.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","-","Both sexes","21","All disorders","Rate per 100,000 Pop.","79.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","02","Organic mental disorders","Rate per 100,000 Pop.","6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","34.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","05","Other psychoses","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","06","Depressive disorders","Rate per 100,000 Pop.","9.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","07","Mania","Rate per 100,000 Pop.","5.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","08","Neuroses","Rate per 100,000 Pop.","1.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","09","Personality disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","10","Personality and behavioural disorders","Rate per 100,000 Pop.","1.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","11","Alcoholic disorders","Rate per 100,000 Pop.","5.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","13","Other drug disorders","Rate per 100,000 Pop.","0.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","15","Eating disorders","Rate per 100,000 Pop.","0.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","16","Intellectual disability","Rate per 100,000 Pop.","7.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","17","Development disorders","Rate per 100,000 Pop.","0.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","19","Other and unspecified","Rate per 100,000 Pop.","14.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","1","Male","21","All disorders","Rate per 100,000 Pop.","87.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","2","Female","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","2","Female","02","Organic mental disorders","Rate per 100,000 Pop.","5.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","2","Female","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","2","Female","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","20.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2006","2006","2","Female","05","Other psychoses","Rate per 100,000 Pop.",""
